a_max_b_random_00 len1=500000 len2=60309 qn=439691 in=54962 nblk=8 Fi=131072 Fl=131072 Fc=65536 cyc=1 blkW=5.243e+07
burnikel_ziegler_bound_00 len1=176 len2=88 qn=88 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=177 len2=88 qn=89 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=178 len2=89 qn=89 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=179 len2=89 qn=90 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=180 len2=90 qn=90 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=181 len2=90 qn=91 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=182 len2=91 qn=91 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=183 len2=91 qn=92 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=184 len2=92 qn=92 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=185 len2=92 qn=93 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=186 len2=93 qn=93 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=187 len2=93 qn=94 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=188 len2=94 qn=94 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=189 len2=94 qn=95 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=190 len2=95 qn=95 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=191 len2=95 qn=96 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=192 len2=96 qn=96 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=193 len2=96 qn=97 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=194 len2=97 qn=97 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=195 len2=97 qn=98 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=196 len2=98 qn=98 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=197 len2=98 qn=99 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=198 len2=99 qn=99 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=199 len2=99 qn=100 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=200 len2=100 qn=100 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=201 len2=100 qn=101 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=202 len2=101 qn=101 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=203 len2=101 qn=102 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=204 len2=102 qn=102 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=205 len2=102 qn=103 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=206 len2=103 qn=103 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=207 len2=103 qn=104 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=208 len2=104 qn=104 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=209 len2=104 qn=105 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=210 len2=105 qn=105 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=211 len2=105 qn=106 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=212 len2=106 qn=106 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=213 len2=106 qn=107 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=214 len2=107 qn=107 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=215 len2=107 qn=108 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=216 len2=108 qn=108 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=217 len2=108 qn=109 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=218 len2=109 qn=109 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=219 len2=109 qn=110 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=220 len2=110 qn=110 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=221 len2=110 qn=111 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=222 len2=111 qn=111 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=223 len2=111 qn=112 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=224 len2=112 qn=112 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=225 len2=112 qn=113 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=226 len2=113 qn=113 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=227 len2=113 qn=114 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=228 len2=114 qn=114 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=229 len2=114 qn=115 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=230 len2=115 qn=115 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=231 len2=115 qn=116 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=232 len2=116 qn=116 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=233 len2=116 qn=117 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=234 len2=117 qn=117 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=235 len2=117 qn=118 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=236 len2=118 qn=118 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=237 len2=118 qn=119 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=238 len2=119 qn=119 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=239 len2=119 qn=120 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=240 len2=120 qn=120 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=241 len2=120 qn=121 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=242 len2=121 qn=121 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=243 len2=121 qn=122 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=244 len2=122 qn=122 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=245 len2=122 qn=123 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=246 len2=123 qn=123 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=247 len2=123 qn=124 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=248 len2=124 qn=124 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=249 len2=124 qn=125 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=250 len2=125 qn=125 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=251 len2=125 qn=126 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=252 len2=126 qn=126 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=253 len2=126 qn=127 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=1 blkW=9409
burnikel_ziegler_bound_00 len1=254 len2=127 qn=127 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=1 blkW=9409
burnikel_ziegler_bound_00 len1=255 len2=127 qn=128 in=64 nblk=2 Fi=192 Fl=192 Fc=128 cyc=1 blkW=9409
burnikel_ziegler_bound_00 len1=256 len2=128 qn=128 in=64 nblk=2 Fi=192 Fl=192 Fc=192 cyc=0 blkW=1.165e+04
burnikel_ziegler_bound_00 len1=257 len2=128 qn=129 in=65 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=258 len2=129 qn=129 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=259 len2=129 qn=130 in=65 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=260 len2=130 qn=130 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=261 len2=130 qn=131 in=66 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=262 len2=131 qn=131 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=263 len2=131 qn=132 in=66 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=264 len2=132 qn=132 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=265 len2=132 qn=133 in=67 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=266 len2=133 qn=133 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=267 len2=133 qn=134 in=67 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=268 len2=134 qn=134 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=269 len2=134 qn=135 in=68 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=270 len2=135 qn=135 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=271 len2=135 qn=136 in=68 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=272 len2=136 qn=136 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=273 len2=136 qn=137 in=69 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=274 len2=137 qn=137 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=275 len2=137 qn=138 in=69 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=276 len2=138 qn=138 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=277 len2=138 qn=139 in=70 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=278 len2=139 qn=139 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=279 len2=139 qn=140 in=70 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=280 len2=140 qn=140 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=281 len2=140 qn=141 in=71 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=282 len2=141 qn=141 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=283 len2=141 qn=142 in=71 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=284 len2=142 qn=142 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=285 len2=142 qn=143 in=72 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=286 len2=143 qn=143 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=287 len2=143 qn=144 in=72 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=288 len2=144 qn=144 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=289 len2=144 qn=145 in=73 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=290 len2=145 qn=145 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=291 len2=145 qn=146 in=73 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=292 len2=146 qn=146 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=293 len2=146 qn=147 in=74 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=294 len2=147 qn=147 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=295 len2=147 qn=148 in=74 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=296 len2=148 qn=148 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=297 len2=148 qn=149 in=75 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=298 len2=149 qn=149 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=299 len2=149 qn=150 in=75 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=300 len2=150 qn=150 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=301 len2=150 qn=151 in=76 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=302 len2=151 qn=151 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=303 len2=151 qn=152 in=76 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=304 len2=152 qn=152 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=305 len2=152 qn=153 in=77 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=306 len2=153 qn=153 in=64 nblk=3 Fi=192 Fl=256 Fc=192 cyc=0 blkW=2.458e+04
burnikel_ziegler_bound_00 len1=307 len2=153 qn=154 in=77 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=308 len2=154 qn=154 in=77 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=309 len2=154 qn=155 in=78 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=310 len2=155 qn=155 in=78 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
burnikel_ziegler_bound_00 len1=311 len2=155 qn=156 in=78 nblk=2 Fi=192 Fl=256 Fc=192 cyc=0 blkW=1.638e+04
